Category,Message
spam,we have new local dates in your area  lots of new people registered in your area reply date to start now 18 only wwwflirtpartyus replys150
ham,exactly anyways how far is jide her to study or just visiting
ham,so how are you really what are you up to hows the masters and so on
spam,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx
spam,urgent please call 09061213237 from a landline 5000 cash or a 4 holiday await collection t cs sae po box 177 m227xy 16
ham,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning
spam,you are a 1000 winner or guaranteed caller prize this is our final attempt to contact you to claim call 09071517866 now 150ppmpobox10183bhamb64xe
spam,mila age23 blonde new in uk i look sex with uk guys if u like fun with me text mtalk to 6986618  30pptxt 1st 5free 150 increments help08718728876
spam,winner as a valued network customer you have been selected to receivea 900 prize reward to claim call 09061701461 claim code kl341 valid 12 hours only
spam,your next amazing xxx picsfree1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword picsfree1 to get the next video
spam,thanks 4 your continued support your question this week will enter u in2 our draw 4 100 cash name the new us president txt ans to 80082
ham,i keep seeing weird shit and bein all woah then realising its actually reasonable and im all oh
ham,this pen thing is beyond a joke wont a biro do dont do a masters as cant do this ever again
ham,yes its possible but dint try pls dont tell to any one k
spam,private your 2003 account statement for shows 800 unredeemed s i m points call 08718738002 identifier code 48922 expires 211104
ham,hi hope you had a good day have a better night
ham,except theres a chick with huge boobs
ham,er yep sure props
ham,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas
spam,someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline 09058098002 pobox1 w14rg 150p
spam,urgent your mobile no  won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362220 asap box97n7qp 150ppm
spam,message important information for o2 user today is your lucky day 2 find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting you
spam,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optoutn9dx
ham,pls give her prometazine syrup 5mls then  ltgt mins later feed
spam,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out
spam,you have won as a valued vodafone customer our computer has picked you to win a 150 prize to collect is easy just call 09061743386
ham,oh shut it omg yesterday i had a dream that i had 2 kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause im not getting owed in the face
spam,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk
ham,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply
spam,had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call
spam,call from 08702490080  tells u 2 call 09066358152 to claim 5000 prize u have 2 enter all ur mobile  personal details  the prompts careful
spam,hot live fantasies call now 08707500020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call
ham,our ride equally uneventful  not too many of those pesky cyclists around at that time of night 
ham,the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences
spam,good luck draw takes place 28th feb 06 good luck for removal send stop to 87239 customer services 08708034412
ham,yar lor keep raining non stop or u wan 2 go elsewhere
ham,i jus hope its true that  missin me cos im really missin him you havent done anything to feel guilty about yet
spam,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline 09111030116 pobox12n146tf15
ham,nah man my car is meant to be crammed full of people
ham,aight yo dats straight dogg
spam,from 88066 lost 12 help
spam,welcome to select an o2 service with added benefits you can now call our specially trained advisors free from your mobile by dialling 402
spam,private your 2003 account statement for 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104
ham,all e best 4 ur driving tmr 
ham,so li hai me bored now da lecturer repeating last weeks stuff waste time
spam,money you r a lucky winner  2 claim your prize text money 2 88600 over 1million to give away  ppt150x3normal text rate box403 w1t1jy
spam,this message is brought to you by gmw ltd and is not connected to the
ham,i emailed yifeng my part oredi can ü get it fr him
ham,lol thats different i dont go trying to find every real life photo you ever took
ham,nvm im going to wear my sport shoes anyway im going to be late leh
ham,hi its kate can u give me a ring asap xxx
ham,okies ill go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah
ham,you in your room i need a few
spam,download as many ringtones as u like no restrictions 1000s 2 choose u can even send 2 yr buddys txt sir to 80082 3
spam,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18
spam,rgent this is the 2nd attempt to contact uu have won 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50
ham,well im gonna finish my bath now have a goodfine night
spam,urgent call 09061749602 from landline your complimentary 4 tenerife holiday or 10000 cash await collection sae tcs box 528 hp20 1yf 150ppm 18
spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd8 08001950382 or call2optout674
spam,thanks for your ringtone order reference t91 you will be charged gbp 4 per week you can unsubscribe at anytime by calling customer services on 09057039994
spam,enjoy the jamster videosound gold club with your credits for 2 new videosounds2 logosmusicnews get more fun from jamstercouk 16only help call 09701213186
ham,dunno i juz askin cos i got a card got 20 off 4 a salon called hair sense so i tot its da one ü cut ur hair
spam,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
spam,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790126 from land line claim 3030 valid 12hrs only 150ppm
ham,k still are you loving me
spam, free polyphonic ringtone text super to 87131 to get your free poly tone of the week now 16 sn pobox202 nr31 7zs subscription 450pw
spam,do you want a new video phone 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now
ham,cheers lou yeah was a goodnite shame u neva came c ya gailxx
spam,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16
spam,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only
spam,dear 0776xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
spam,free nokia or motorola with upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 on 08001950382 or call 2optoutd3wv
ham,i went to project centre
spam,warner village 83118 c colin farrell in swat this wkend warner village  get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offers
ham,i know that my friend already told that
ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay
ham,hi hun im not comin 2nitetell every1 im sorry 4 me hope u ava goodtimeoli rang melnite ifink it mite b sortedbut il explain everythin on monl8rsx
ham,meeting u is my work   tel me when shall i do my work tomorrow
spam,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to 84199 optout txt eng stop box39822 w111wx 150
ham,u sure u cant take any sick time
spam,want explicit sex in 30 secs ring 02073162414 now costs 20pmin
spam,urgent last weekends draw shows that you have won 1000 cash or a spanish holiday call now 09050000332 to claim tc rstm sw7 3ss 150ppm
ham,ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money
spam,claire here am havin borin time  am now alone u wanna cum over 2nite chat now 09099725823 hope 2 c u luv claire xx calls1minmoremobsemspobox45po139wa
ham,ill post her out l8r in class
ham,den wat will e schedule b lk on sun
ham,were all getting worried over here derek and taylor have already assumed the worst
ham,ok thanx take care then
ham,baaaaabe i misss youuuuu  where are you  i have to go and teach my class at 5 
ham,this is a long fuckin showr
ham,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love
spam,what do u want for xmas how about 100 free text messages  a new video phone with half price line rental call free now on 0800 0721072 to find out more
spam,your weekly coolmob tones are ready to download this weeks new tones include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p more info in n
spam,you are chosen to receive a 350 award pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer
ham,thats cool i am a gentleman and will treat you with dignity and respect
spam,married local women looking for discreet action now 5 real matches instantly to your phone text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
ham,dear where you will be when i reach there
spam,urgent urgent we have 800 free flights to europe to give away call b4 10th sept  take a friend 4 free call now to claim on 09050000555 ba128nnfwfly150ppm
spam,last chance claim ur 150 worth of discount vouchers today text shop to 85023 now savamob offers mobile t cs savamob pobox84 m263uz 300 sub 16
ham,haha mayb ure rite u know me well da feeling of being liked by someone is gd lor u faster go find one then all gals in our group attached liao
spam,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires
spam,forwarded from 88877free entry into our 250 weekly comp just send the word enter to 88877 now 18 tc wwwtextcompcom
ham,we r outside already
ham,k i will sent it again
spam,great new offer  double mins  double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt tcs
spam,freemsg hey  im buffy 25 and love to satisfy men home alone feeling randy reply 2 c my pix qlynnbv help08700621170150p a msg send stop to stop txts
ham,i have had two more letters from  i will copy them for you cos one has a message for you speak soon
ham,bring it if you got it
ham,hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright  phews i miss you 
spam,we currently have a message awaiting your collection to collect your message just call 08718723815
ham,oh ki think most of wi and nz players unsold
ham,cool so how come you havent been wined and dined before
spam,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now optout txt eng stop box39822 w111wx 150
spam,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 150 sptyrone
spam,loan for any purpose 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help
ham,mm not entirely sure i understood that text but hey ho which weekend
spam,dorothykiefercom bank of granite issues strongbuy explosive pick for our members up over 300  nasdaq symbol cdgt that is a 500 per
spam,urgent please call 09061213237 from landline 5000 cash or a luxury 4 canary islands holiday await collection tcs sae po box 177 m227xy 150ppm 16
spam,text banneduk to 89555 to see cost 150p textoperator g696ga 18 xxx
spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs
ham,do u noe wat time e place dat sells 4d closes
ham,i wait 4 ü inside da car park
ham,i hope your alright babe i worry that you might have felt a bit desparate when you learned the job was a fake  i am here waiting when you come back my love
ham,solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant
spam,87077 kick off a new season with 2wks free goals  news to ur mobile txt ur club name to 87077 eg villa to 87077
spam,recpt 13 you have ordered a ringtone your order is being processed
spam,congratulations youve won youre a winner in our august 1000 prize draw call 09066660100 now prize code 2309
ham,can im free
spam,spook up your mob with a halloween collection of a logo  pic message plus a free eerie tone txt card spook to 8007 zed 08701417012150p per logopic
ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da
ham,jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,k ill drinkpa then what doing i need srs model pls send it to my mail id pa
spam,urgent please call 09061743810 from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae tcs box 326 cw25wx 150 ppm
ham,in meeting da i will call you
ham,aiyo a bit pai seh ü noe scared he dun rem who i am then die hee but he become better lookin oredi leh
spam,win the newest harry potter and the order of the phoenix book 5 reply harry answer 5 questions  chance to be the first among readers
spam,you have an important customer service announcement call freephone 0800 542 0825 now
spam,error
spam,tone club your subs has now expired 2 resub reply monoc 4 monos or polyc 4 polys 1 weekly  150p per week txt stop 2 stop this msg free stream 0871212025016
spam,we know someone who you know that fancies you call 09058097218 to find out who pobox 6 ls15hb 150p
ham,most of the tiime when i dont let you hug me its so i dont break into tears
spam,do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile  100 free text  free camcorder reply or call 08000930705
ham,haha figures well i found the piece and priscillas bowl
ham,mathews or tait or edwards or anderson
ham,i would but im still cozy and exhausted from last nightnobody went to school or work everything is closed
spam,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx
ham,pls dont forget to study
ham,how do you guys go to see movies on your side
spam,get ur 1st ringtone free now reply to this msg with tone gr8 top 20 tones to your phone every week just 150 per wk 2 opt out send stop 08452810071 16
spam,you have won a guaranteed 32000 award or maybe even 1000 cash to claim ur award call free on 0800  18 its a legitimat efreefone number wat do u think
ham,i dont know same thing thats wrong everyso often he panicks starts goin on bout not bein good enough 
spam,shop till u drop is it you either 10k 5k 500 cash or 100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary
spam,am new 2 club  dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls1minmobsmore lkpobox177hp51fl
ham,customer place i wil cal u sir
spam,six chances to win cash from 100 to 20000 pounds txt csh11 and send to 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info
ham,i should add that i dont really care and if you cant i can at least get this dude to fuck off but hey your money if you want it
spam,freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop 80122300pwk sprwm ph08704050406
spam,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed
spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send go to 86688 only 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl
spam,tells u 2 call 09066358152 to claim 5000 prize u have 2 enter all ur mobile  personal details  the prompts careful
spam,cashbincouk get lots of cash this weekend wwwcashbincouk dear welcome to the weekend we have got our biggest and best ever cash give away these
spam,4mths half price orange line rental  latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt tcs
ham,dont fret ill buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal addressull be alrightokay
spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text  free camcorder reply of call 08000930705 now
spam,your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml po box 5249 mk17 92h 450ppw 16
spam,sunshine quiz win a super sony dvd recorder if you canname the capital of australia text mquiz to 82277 b
spam,spjanuary male sale hot gay chat now cheaper call 08709222922 national rate from 15pmin cheap to 78pmin peak to stop texts call 08712460324 10pmin
spam,you ve won your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins
spam,wow the boys r back take that 2007 uk tour win vip tickets  prebook with vip club txt club to 81303 trackmarque ltd infovipclub4u
ham,nvm take ur time
spam,congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim tscs wwwsmsconet cost375max
ham,you bad girl i can still remember them
spam,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd 08700621170150p per msg reply stop to end
spam,1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia150p poly200p 16
ham,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter
ham,im going for bath will msg you next  ltgt  min
spam,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680 when booking quote 1st class x 2
spam,want to funk up ur fone with a weekly new tone reply tones2u 2 this text wwwringtonescouk the original n best tones 3gbp network operator rates apply
ham,pandy joined 4w technologies todayhe got job
ham,i though we shd go out n have some fun so bar in town or something  sound ok
ham,ok
spam,8007 25p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
ham,chile please its only a  ltdecimalgt  hour drive for me i come down all the time and will be subletting febapril for audition season
spam,youve won tkts to the euro2004 cup final or 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm
spam,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to 82468
ham,i have a date on sunday with will
spam,got what it takes 2 take part in the wrc rally in oz u can with lucozade energy text rally le to 61200 25p see packs or lucozadecoukwrc  itcould be u
spam,not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx
spam,xclusiveclubsaisai 2morow 285 soiree speciale zouk with nichols from parisfree roses 2 all ladies  info 0794674629107880867867
ham,lol no u can trust me
ham,yup i thk they r e teacher said that will make my face look longer darren ask me not 2 cut too short
spam,sms ac blind date 4u rodds1 is 21m from aberdeen united kingdom check him out httpimg sms acwicmb3cktz8r74 no blind dates send hide
spam,urgent important information for o2 user today is your lucky day 2 find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting for you
spam,ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039skilgmetscs087147403231winawkage16150perwksub
spam,free entry into our 250 weekly comp just send the word enter to 84128 now 18 tc wwwtextcompcom cust care 08712405020
ham,okay lor wah like that def they wont let us go haha what did they say in the terms and conditions
ham,will ü b going to esplanade fr home
spam,ur balance is now 600 next question complete the landmark big a bob b barry or c ben  text a b or c to 83738 good luck
ham,aight let me know when youre gonna be around usf
ham,hey you told your name to gautham ah
ham,watching tv now i got new job 
ham,my sis is catching e show in e afternoon so im not watching w her so c u wan 2 watch today or tmr lor
spam,forwarded from 448712404000please call 08712404000 immediately as there is an urgent message waiting for you
spam,ur ringtone service has changed 25 free credits go to club4mobilescom to choose content now stop txt club stop to 87070 150pwk club4 po box1146 mk45 2wt
ham,yes see ya not on the dot
spam,congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
ham,cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day 
spam,you have been specially selected to receive a 2000 pound award call 08712402050 before the lines close cost 10ppm 16 tcs apply ag promo
spam,you have won 1000 cash or a 2000 prize to claim call09050000327 tc rstm sw7 3ss 150ppm
ham,dis is yijue i jus saw ur mail in case huiming havent sent u my num dis is my num
ham,i accidentally deleted the message resend please
spam,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
spam,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time
ham,huh 6 also cannot then only how many mistakes
ham,sitting ard nothing to do lor u leh busy w work
ham,i forgot 2 ask ü all smth theres a card on da present lei how ü all want 2 write smth or sign on it
spam,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
spam,double mins  1000 txts on orange tariffs latest motorola sonyericsson  nokia with bluetooth free call mobileupd8 on 08000839402 or call2optouthf8
ham,hope you are having a great new semester do wish you the very best you are made for greatness
ham,dnt worryuse ice pieces in a cloth packalso take 2 tablets
spam,last chance claim ur 150 worth of discount vouchers today text shop to 85023 now savamob offers mobile t cs savamob pobox84 m263uz 300 sub 16
spam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service
ham,hi my engagement has been fixd on  ltgt th of next month i know its really shocking bthmm njan vilikkamt ws al of a sudn
spam,free entry into our 250 weekly competition just text the word win to 80086 now 18 tc wwwtxttowincouk
ham,both  i shoot big loads so get ready
ham,thanks for your message i really appreciate your sacrifice im not sure of the process of direct pay but will find out on my way back from the test tomorrow im in class now do have a wonderful day
spam,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsmscom text stop to stop 150ptext
ham,watching cartoon listening music amp at eve had to go temple amp church what about u
ham,aight i should be there by 8 at the latest probably closer to 7 are jay and tyler down or should we just do two trips
spam,500 free text msgs just text ok to 80488 and well credit your account
ham,the evo i just had to download flash jealous
spam,from next month get upto 50 more calls 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost 150 min mobcudb more
ham,didnt try g and i decided not to head out
spam,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to 89693 08715500022 rpl stop 2 cnl
spam,did you hear about the new divorce barbie it comes with all of kens stuff
spam,dont forget you can place as many free requests with 1stchoicecouk as you wish for more information call 08707808226
ham,no idea i guess well work that out an hour after were supposed to leave since as usual nobody has any interest in figuring shit out before the last second
spam,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine
spam,congratulations ur awarded either 500 of cd gift vouchers  free entry 2 our 100 weekly draw txt music to 87066 tncs wwwldewcom1win150ppmx3age16
ham,gods love has no limit gods grace has no measure gods power has no boundaries may u have gods endless blessings always in ur life gud ni8
ham,just got part nottingham  3 hrs 63miles good thing i love my man so much but only doing 40mph hey ho
ham,ill always be there even if its just in spirit ill get a bb soon just trying to be sure i need it
ham,lol yeah at this point i guess not
ham,me fineabsolutly fine
spam,freemsg hey there darling its been 3 weeks now and no word back id like some fun you up for it still tb ok xxx std chgs to send 150 to rcv
spam,reminder you have not downloaded the content you have already paid for goto httpdoit mymoby tv to collect your content
spam,urgent your mobile no was awarded a 2000 bonus caller prize on 10803 this is our 2nd attempt to contact you call 08714719523 box95qu bt national rate
spam,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations wwwphb1com ph08700435505150p
spam,customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07099833605 to reschedule ref9280114
ham,can ü send me a copy of da report
spam,freemsg todays the day if you are ready im horny  live in your town i love sex fun  games netcollex ltd 08700621170150p per msg reply stop to end
spam,5 free top polyphonic tones call 087018728737 national rate get a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub 08718727870
ham,yeah whatever lol
spam,no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info
spam,no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info
spam,new mobiles from 2004 must go txt nokia to no 89545  collect yours today from only 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
ham,well balls time to make calls
ham,carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass
ham,you should get more chicken broth if you want ramen unless theres some i dont know about
spam,wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to 69696 nownyt ec2a 3lp 150msg
spam,freemsgfav xmas tonesreply real
ham,i think were going to finns now come
ham,ssnervous  ltgt 
spam,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min btnationalrate
spam,sms services for your inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625comuk 220cm2 9ae
spam,hungry gay guys feeling hungry and up 4 it now call 08718730555 just 10pmin to stop texts call 08712460324 10pmin
spam,had your mobile 11mths  update for free to oranges latest colour camera mobiles  unlimited weekend calls call mobile upd8 on freefone 08000839402 or 2stoptxt
spam,u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription
spam,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv
ham,hey mate spoke to the mag people were on  the is deliver by the end of the month deliver on the 24th sept talk later
spam,lyricalladie21f is inviting you to be her friend reply yes910 or no910 see her wwwsmsacuhmmross stop send stop frnd to 62468
ham,where in abj are you serving are you staying with dad or alone
ham,ü come lt 25 n pass to me lar
ham,quite ok but a bit ex u better go eat smth now else ill feel guilty
spam,filthy stories and girls waiting for your
spam,welcome to ukmobiledate this msg is free giving you free calling to 08719839835 future mgs billed at 150p daily to cancel send go stop to 89123
spam,save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from a superb selection with national delivery brought to you by weddingfriend
ham,its a taxt massagetiepos argh ok lool
spam,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx calls1minmobsmorelkpobox177hp51fl
ham,ha ha  had popped down to the loo when you helloed me hello
spam,complimentary 4 star ibiza holiday or 10000 cash needs your urgent collection 09066364349 now from landline not to lose out box434sk38wp150ppm18
spam,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08718726970 now only 10p per min btnationalrate
spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906
ham,just forced myself to eat a slice im really not hungry tho this sucks mark is getting worried he knows im sick when i turn down pizza lol
ham,no prob i will send to your email
spam,hack chat get backdoor entry into 121 chat rooms at a fraction of the cost reply neo69 or call 09050280520 to subscribe 25p pm dps bcm box 8027 ldn wc1n3xx
ham,it only does simple arithmetic not percentages
spam,as a registered optin subscriber ur draw 4 100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts
ham,we made it eta at taunton is 1230 as planned hope thats still okday good to see you xx
spam,for ur chance to win a 250 wkly shopping spree txt shop to 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
spam,5p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
spam,txt call to no 86888  claim your reward of 3 hours talk time to use from your phone now subscribe6gbpmnth inc 3hrs 16 stoptxtstop wwwgambtv
ham,ok thats cool its  just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday
ham,im going 2 orchard now laready me reaching soon u reaching
spam,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize
ham,you should change your fb to jaykwon thuglyfe falconerf
spam,asked 3mobile if 0870 chatlines inclu in free mins india cust servs sed yes l8er got mega bill 3 dont giv a shit bailiff due in days i o 250 3 want 800
spam,urgent your mobile no 07808726822 was awarded a 2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729758 box95qu
spam,cds 4u congratulations ur awarded 500 of cd gift vouchers or 125 gift guaranteed  freeentry 2 100 wkly draw xt music to 87066 tncs wwwldewcom1win150ppmx3age16
spam,loan for any purpose 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help
ham,now im going out 4 dinner soon
ham,good morning princess happy new year
spam,please call 08712402902 immediately as there is an urgent message waiting for you
ham,yo guess what i just dropped
ham,sorry ill call later
ham,watching tv lor
spam,here is your discount code rp176781 to stop further messages reply stop wwwregalportfoliocouk customer services 08717205546
ham,yes now only saw your message
ham,i thank you so much for all you do with selflessness i love you plenty
spam,private your 2003 account statement for shows 800 unredeemed sim points call 08718738001 identifier code 49557 expires 261104
spam,had your contract mobile 11 mnths latest motorola nokia etc all free double mins  text on orange tariffs text yes for callback no to remove from records
spam,for ur chance to win a 250 wkly shopping spree txt shop to 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
spam,free entry into our 250 weekly comp just send the word win to 80086 now 18 tc wwwtxttowincouk
ham,kgive back my thanks
ham,dearme at cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell me which day u r comingtmorow i am engaged ans its holiday
spam,panasonic  bluetoothhdset free nokia free motorola free  doublemins  doubletxt on orange contract call mobileupd8 on 08000839402 or call 2optout
ham,ok
spam,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005 text fa to 87121 to receive entry questionstd txt ratetcs apply 08452810075over18s
ham,no she didnt i will search online and let you know
ham,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can 4get d name of a person bt not his girlfrnd g o o d n i g h t   
